지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%)
112,인천,6/16/2016,19.9,17.8,22.6,,3.1,97.5
112,인천,6/17/2016,22.2,18.2,26,,3.4,89.4
112,인천,6/18/2016,21.8,19.3,24.6,,2.5,93.1
112,인천,6/19/2016,22.8,20,26.7,,2.4,93
112,인천,6/20/2016,23.1,19.5,26.7,,2.3,92.5
112,인천,6/21/2016,23.9,21.3,27.1,,2,93.3
112,인천,6/22/2016,23.9,21.8,27.2,2.8,2.8,95.1
112,인천,6/23/2016,23.4,20.4,28.1,0,2.2,95.1
112,인천,6/24/2016,22.5,20.5,25.5,2.3,2.9,93.4
112,인천,6/25/2016,22.4,19.2,25.3,,3.3,86
112,인천,6/26/2016,23.2,19.5,27.3,,2.9,87
112,인천,6/27/2016,23.4,20.6,27.8,,2.3,81.5
112,인천,6/28/2016,22.8,20.1,26.6,,1.9,91.3
112,인천,6/29/2016,23.8,21.1,28.1,,2.6,88
112,인천,6/30/2016,23,21.5,25.1,1.8,3,98
112,인천,7/1/2016,23.5,22,26.2,107,3.6,98
112,인천,7/2/2016,22.6,20.5,25.5,0.7,2.7,97.3
112,인천,7/3/2016,22.4,20.2,25.3,,2.1,95.9
112,인천,7/4/2016,22.2,21.1,24.1,27.1,3.6,97
112,인천,7/5/2016,22.6,20.6,24,79.8,4,98
112,인천,7/6/2016,21.4,19.4,24.4,0,2.2,97.5
112,인천,7/7/2016,23.1,19.8,26.6,0,1.5,91
112,인천,7/8/2016,25.7,21.3,30.4,,2.5,90.5
112,인천,7/9/2016,26.2,23.4,30.6,,2.3,89.1
112,인천,7/10/2016,25.7,22.2,29.8,,1.8,92.5
112,인천,7/11/2016,26.5,23.2,31.4,,1.9,89
112,인천,7/12/2016,25,21.3,28.3,2.3,2.3,86.3
112,인천,7/13/2016,24.7,22.8,27.2,0,2.4,97
112,인천,7/14/2016,25.9,23,29.4,,2.7,90.5
112,인천,7/15/2016,25.7,23.6,28.3,1.4,3.4,78.5
112,인천,7/16/2016,21,20.1,23.6,46.7,5,98
112,인천,7/17/2016,21.1,20.1,22.5,0.4,3.2,98
112,인천,7/18/2016,23.1,20.6,26.6,,2.1,97.1
112,인천,7/19/2016,26.2,21.8,30.3,,1.9,90
112,인천,7/20/2016,28.1,24.6,31.6,,2,89.6
112,인천,7/21/2016,28,25,31.5,,2.8,86.5
112,인천,7/22/2016,28.5,25.9,32.3,,2.9,89.3
112,인천,7/23/2016,27.7,25.8,30.2,0.2,3,95
112,인천,7/24/2016,27,26.4,28.9,0,2.5,98
112,인천,7/25/2016,27,25.4,29.8,,2.2,98
112,인천,7/26/2016,27,25.3,29.2,,3,98
112,인천,7/27/2016,26.7,25.9,28.1,1.3,4.4,98
112,인천,7/28/2016,26.2,24.5,28.2,0,2.7,97.4
112,인천,7/29/2016,25.6,23.4,27.8,30.3,2.7,98
112,인천,7/30/2016,27,24.6,30.3,3.3,2.4,94.3
112,인천,7/31/2016,27.7,26.1,30.6,,2.1,97
112,인천,8/1/2016,26.9,24.9,29.4,0,2,98
112,인천,8/2/2016,26.9,25.1,29.9,,1.8,97.9
112,인천,8/3/2016,28.2,25.2,32.2,,1.8,89
112,인천,8/4/2016,29,25.9,33.2,,1.9,93.1
112,인천,8/5/2016,29.4,26.6,33.3,,1.9,93.3
112,인천,8/6/2016,29.2,26.3,33.4,,1.8,89.9
112,인천,8/7/2016,28.7,25.8,32.7,,2.4,83.6
112,인천,8/8/2016,28.9,26.1,32.7,,2.5,92.3
112,인천,8/9/2016,29.2,25.4,33.3,,2.2,89
112,인천,8/10/2016,28.1,25.6,31,,2.3,89.9
112,인천,8/11/2016,29,26.1,33.6,,2.3,90.4
112,인천,8/12/2016,29,26.5,32.4,,2.3,92.1
112,인천,8/13/2016,28.9,26.7,31.8,,2.3,96.4
112,인천,8/14/2016,28.4,26.8,30.3,,2.3,98
112,인천,8/15/2016,28,25.9,31.5,,2.2,89.1
112,인천,8/16/2016,28.4,25.5,31.7,,2.1,91.9
112,인천,8/17/2016,28.9,25.8,32.4,,2,89.3
112,인천,8/18/2016,28.9,26,32.8,,2.1,85.3
112,인천,8/19/2016,29.2,26.9,31.9,,2,88.8
112,인천,8/20/2016,29.4,27.4,34,,2.6,86.3
112,인천,8/21/2016,29.8,27.2,34,0.1,2.5,76.4
112,인천,8/22/2016,29,25.4,33.6,,2.9,87.5
112,인천,8/23/2016,28.9,26.7,32,,2.4,85.8
112,인천,8/24/2016,28.2,26.2,31.8,,2.2,82.6
112,인천,8/25/2016,27,23.5,31.1,3.8,2.3,90
112,인천,8/26/2016,23.2,20.1,27,8.3,4.8,67.8
112,인천,8/27/2016,23.8,18.9,28.2,0,3.8,51.5
112,인천,8/28/2016,22.2,19.6,26,0,4.3,69.5
112,인천,8/29/2016,22.8,18.4,26.8,,4,65.5
112,인천,8/30/2016,21.4,19.6,24.4,,5.8,75.1
112,인천,8/31/2016,19,16.9,20.8,14.3,6.2,96.6
112,인천,9/1/2016,23.7,17.7,27.6,,4.2,91.8
112,인천,9/2/2016,24.1,20.6,28.9,15.1,4.1,84.3
112,인천,9/3/2016,24.3,21.9,28.4,,2.5,90.9
112,인천,9/4/2016,24.8,22.3,28.1,,2.3,94.4
112,인천,9/5/2016,25.3,22.4,29.1,,2.6,90.9
112,인천,9/6/2016,24,21.7,26.9,,2.1,94.9
112,인천,9/7/2016,23.6,21.5,26.7,,2,91.5
112,인천,9/8/2016,23.4,21.9,26,1,1.7,94.6
112,인천,9/9/2016,23.8,21.3,27.4,0,2.1,90.8
112,인천,9/10/2016,24,21,28,,1.9,94.3
112,인천,9/11/2016,23.7,21.6,26.6,0.2,2.7,90.8
112,인천,9/12/2016,23.8,21.4,27.7,0,2.2,92.3
112,인천,9/13/2016,24,19.6,28.3,,2.2,87
112,인천,9/14/2016,24.5,22.1,27.9,,1.8,86.1
112,인천,9/15/2016,23.6,21,26.7,,2,92.5
112,인천,9/16/2016,23.9,21.5,27.2,,1.6,89.1
112,인천,9/17/2016,23.2,18.9,27.2,7.6,3.9,79
112,인천,9/18/2016,23.4,19.6,27.2,,3.1,73
112,인천,9/19/2016,22,18.2,26.7,,3.9,69.3
112,인천,9/20/2016,20.9,15.4,25.8,,3.6,54.5
112,인천,9/21/2016,20.8,16.1,25.1,,2.2,58
112,인천,9/22/2016,22.1,18.6,26.2,,2.5,68
112,인천,9/23/2016,21.6,17.5,25.8,,2,81.5
112,인천,9/24/2016,22,18.5,26.2,,1.7,82.8
112,인천,9/25/2016,22.4,19.6,26.7,,1.7,83
112,인천,9/26/2016,23.9,20.7,28.5,,1.8,81.3
112,인천,9/27/2016,21,19.1,24,10.5,1.7,95.4
112,인천,9/28/2016,19.7,18.4,21.6,0.1,2,98
112,인천,9/29/2016,20.3,17.3,24.9,,3.3,85.1
112,인천,9/30/2016,20.6,17.9,23.1,,2,88.4
112,인천,10/1/2016,21.1,18.8,23.8,,1.2,93.5
112,인천,10/2/2016,19.4,16.9,22.3,22.5,3.3,97.6
112,인천,10/3/2016,22,18.8,25.9,9.4,3.5,89.1
112,인천,10/4/2016,22.4,16.8,27.7,,3,75.3
112,인천,10/5/2016,21,18,25.4,0,4.4,82
112,인천,10/6/2016,17.5,13.9,21.1,,3.4,72.4
112,인천,10/7/2016,19.4,16.5,24.6,2.7,3.7,85
112,인천,10/8/2016,16.7,10.6,20.5,6.1,5,79.6
112,인천,10/9/2016,11.5,7.8,15.2,,4.8,57.4
112,인천,10/10/2016,13.7,9,18.2,,2.7,55.1
112,인천,10/11/2016,16.2,11.9,20,,2.1,79
112,인천,10/12/2016,14.9,11.6,18.5,,3.4,67.3
112,인천,10/13/2016,15,10.6,19.8,,2.2,58.4
112,인천,10/14/2016,17,13.4,21.5,,1.9,83
112,인천,10/15/2016,19.2,14.5,24.8,,2.1,78.5
112,인천,10/16/2016,17.7,16.2,19.5,1.5,2.3,86.9
112,인천,10/17/2016,17.6,15.6,20.9,,2.5,94.4
112,인천,10/18/2016,16.4,12.4,21.5,,2.1,79.4
112,인천,10/19/2016,17.7,15.1,22,,1.6,87.6
112,인천,10/20/2016,18.8,14.4,24.2,,2.5,78.8
112,인천,10/21/2016,18.2,16.9,21.3,,3.7,73
112,인천,10/22/2016,17.9,15.5,20.6,,2.9,81.5
112,인천,10/23/2016,14,11.2,17.6,2.7,4.7,82
112,인천,10/24/2016,15.6,10.3,20.1,0,2.8,71.6
112,인천,10/25/2016,14.8,12.9,18,32.4,3.7,91.4
112,인천,10/26/2016,14.1,11.3,16.7,,2.3,87.3
112,인천,10/27/2016,15,9.5,19.6,,2.8,63.3
112,인천,10/28/2016,14.8,10.2,17.5,0.5,4,62.5
112,인천,10/29/2016,7.7,4.9,10.4,,4.9,40.6
112,인천,10/30/2016,8.7,4,13.4,,2.3,31
112,인천,10/31/2016,6.7,2.1,9.5,0.9,3.8,61.8
112,인천,11/1/2016,2.1,-1.3,5.5,,4,48.1
112,인천,11/2/2016,5.1,-0.5,9.8,0.9,2.1,57.9
112,인천,11/3/2016,10.5,5.7,13.5,0,2.8,66.6
112,인천,11/4/2016,13,9.7,16.6,,4.8,74.1
112,인천,11/5/2016,15.2,12.5,17.9,,3.4,85.5
112,인천,11/6/2016,15.1,13.2,18.2,0.1,3.3,65.6
112,인천,11/7/2016,12.9,8.8,16.6,2.2,3.8,75
112,인천,11/8/2016,4.1,1,8.8,0.1,5.8,57.3
112,인천,11/9/2016,2,-2.4,6.1,,3.4,43.8
112,인천,11/10/2016,6.4,1.8,9.9,0,2.3,61.8
112,인천,11/11/2016,10.3,7.6,13.3,6.9,3.7,61.4
112,인천,11/12/2016,12.5,8.5,15.7,,4.2,66.4
112,인천,11/13/2016,15.4,12.4,18.8,1.1,2.5,75
112,인천,11/14/2016,13.7,10.1,15.7,3.1,2.4,81.1
112,인천,11/15/2016,5.7,3,10.1,,5,46.8
112,인천,11/16/2016,5.8,1.5,10.1,,2,50.4
112,인천,11/17/2016,9.5,5.8,13.5,,2,63
112,인천,11/18/2016,11.7,7,15.2,0,2.3,60.5
112,인천,11/19/2016,12.7,10.6,15.6,0.2,2.2,79
112,인천,11/20/2016,9.1,6.4,13.1,,4.1,51.3
112,인천,11/21/2016,9.5,5.7,15.3,,3.6,47.1
112,인천,11/22/2016,1.9,-1.6,8.1,0,6,49
112,인천,11/23/2016,-1.6,-4.6,2.6,,5.1,44.9
112,인천,11/24/2016,-1.2,-4.2,1.9,,3.6,41.4
112,인천,11/25/2016,2.5,-1.8,5.5,,1.8,44.8
112,인천,11/26/2016,2.2,1.2,3.6,2.7,3.1,76.4
112,인천,11/27/2016,4.8,2.2,7.9,0.2,2.1,84.4
112,인천,11/28/2016,2.3,0.4,5,,4.1,55.8
112,인천,11/29/2016,2.9,-0.4,6.3,,2.6,42.5
112,인천,11/30/2016,6.8,2.6,9.4,0.7,2.7,64.6
112,인천,12/1/2016,5.1,0.2,8.8,0,5.5,48.6
112,인천,12/2/2016,3,-1.1,7.5,,1.4,54.8
112,인천,12/3/2016,5.5,1.8,10.4,,1.6,71.3
112,인천,12/4/2016,6.9,4.2,9,,2,68.4
112,인천,12/5/2016,6.8,1.3,10.3,1.2,4.6,73.8
112,인천,12/6/2016,-0.3,-2.7,2.9,,3.8,40.6
112,인천,12/7/2016,3.4,-0.2,7.4,0.4,3.3,63.4
112,인천,12/8/2016,4,-0.9,7,9.9,2.8,69.1
112,인천,12/9/2016,2.2,-2.3,5.8,0.6,5.1,65.3
112,인천,12/10/2016,-1,-4,2.1,,3.7,51.5
112,인천,12/11/2016,-0.1,-3.9,4.2,,2.2,42.8
112,인천,12/12/2016,3,-1.8,6,,2.3,43.6
112,인천,12/13/2016,3.5,-0.2,6.8,,3.6,60.3
112,인천,12/14/2016,-1.2,-3,0.5,,4.1,57.8
112,인천,12/15/2016,-4.1,-6.2,-1.9,,4.7,44.4
112,인천,12/16/2016,-3.3,-7.7,-0.4,,3.1,48.4
112,인천,12/17/2016,5.3,-0.4,9.8,0,2.9,68.6
112,인천,12/18/2016,6.7,5.3,8.4,,3.7,68.5
112,인천,12/19/2016,8.3,6,12.1,0.8,2.5,73.9
112,인천,12/20/2016,7.3,5.3,9.9,,3.1,77.8
112,인천,12/21/2016,9.2,5.4,13,33,3.7,78.9
112,인천,12/22/2016,5.8,2.2,13,19.9,4.6,91.3
112,인천,12/23/2016,-1.7,-3,2.2,0.1,5.5,73.1
112,인천,12/24/2016,-2,-3.9,0.3,,2.6,68
112,인천,12/25/2016,1,-3.3,4.7,,2.3,74.1
112,인천,12/26/2016,2.5,1.1,3.7,0,2.7,73.1
112,인천,12/27/2016,-1.8,-5.7,1.4,0,5.8,54
112,인천,12/28/2016,-3.5,-7.4,0.8,,2.6,53.5
112,인천,12/29/2016,-3.5,-5.8,-1.5,1.2,4.7,56.9
112,인천,12/30/2016,-2.1,-7.1,2.5,,2,58.3
112,인천,12/31/2016,2.8,-0.6,6.9,,2,75
112,인천,1/1/2017,5.1,1.3,8.5,,2.2,78.6
112,인천,1/2/2017,5.7,2.4,8.7,0.2,3.3,82.9
112,인천,1/3/2017,3.4,-0.3,7.3,,2,68.8
112,인천,1/4/2017,4.3,2.2,7.6,,2.5,63.6
112,인천,1/5/2017,4.8,0.9,7.7,,3.8,53.5
112,인천,1/6/2017,6.5,4.5,10.8,,2.5,62.6
112,인천,1/7/2017,5,1.7,7.9,,2.1,74
112,인천,1/8/2017,6.3,4.1,8.8,,3.7,70.3
112,인천,1/9/2017,1.9,-2.1,4.4,0.1,4.8,66.3
112,인천,1/10/2017,-2.4,-5.6,0.6,0,4.4,49.6
112,인천,1/11/2017,-1.9,-6.7,2.3,0,2.9,42.6
112,인천,1/12/2017,-0.7,-4.4,3.1,0.3,4.6,51
112,인천,1/13/2017,-4.9,-6.5,-1.8,0.4,4.6,52.6
112,인천,1/14/2017,-7.1,-8.7,-5.1,,6.7,37.4
112,인천,1/15/2017,-5.3,-8.7,-1.5,,4.1,41.1
112,인천,1/16/2017,-2.9,-6.4,1.8,,2.3,44.6
112,인천,1/17/2017,-0.7,-5.1,2.7,,1.5,57.8
112,인천,1/18/2017,0.9,-1.3,3.8,0,2,70
112,인천,1/19/2017,-0.9,-3.8,3.5,,2.4,66.4
112,인천,1/20/2017,-3.7,-5.9,0,4.4,5.3,71.1
112,인천,1/21/2017,-3.4,-7.5,0.2,4.2,2.9,71.5
112,인천,1/22/2017,-7.2,-8.7,-2.2,,6.1,55.3
112,인천,1/23/2017,-7.9,-11.1,-4.9,,4,53.5
112,인천,1/24/2017,-5.9,-9.1,-2.7,,2.3,53.1
112,인천,1/25/2017,-3.8,-8.8,0.6,,1.9,55.9
112,인천,1/26/2017,0,-5.3,5.2,0.5,4.1,72.4
112,인천,1/27/2017,-2.4,-4.9,5.3,3.5,4.8,47.3
112,인천,1/28/2017,-1.6,-6.7,3.2,,2.2,44.4
112,인천,1/29/2017,0.7,-0.5,1.9,7,2.8,77.1
112,인천,1/30/2017,-5,-7.1,-0.5,,4.8,60
112,인천,1/31/2017,-4.9,-8.6,-1.5,,2.4,45.5
112,인천,2/1/2017,-2.9,-5.8,-0.8,,4.5,50.3
112,인천,2/2/2017,-1.2,-7.4,3,,3,56.4
112,인천,2/3/2017,2.5,-0.2,6,,1.7,69.1
112,인천,2/4/2017,2,-0.5,3.7,,1.6,76.5
112,인천,2/5/2017,1.4,0,3.3,1.7,3.5,80.6
112,인천,2/6/2017,-1.3,-3.1,1.4,,5.7,53.6
112,인천,2/7/2017,-1.9,-4,0.7,,3,46.9
112,인천,2/8/2017,-1.7,-4,0.3,,2.9,52.3
112,인천,2/9/2017,-4.5,-5.4,-2.3,0,6.6,52.4
112,인천,2/10/2017,-5.6,-7.7,-3.1,0,6.6,48
112,인천,2/11/2017,-3.7,-6.9,0.2,,4.8,49.9
112,인천,2/12/2017,-0.8,-5,3.2,,2.7,55.5
112,인천,2/13/2017,1.2,-3.3,5,,2,61.6
112,인천,2/14/2017,0.8,-1.7,4.8,,3.3,53
112,인천,2/15/2017,2.1,-2.2,6.2,,2.2,68
112,인천,2/16/2017,6.2,1.3,10.2,0.2,3.9,68.6
112,인천,2/17/2017,0.3,-4.2,7,3.9,6.2,60.1
112,인천,2/18/2017,-1.6,-5.4,1.8,,3.8,51.8
112,인천,2/19/2017,3,-1.7,6.6,4.8,4.6,72.4
112,인천,2/20/2017,-1.7,-4.5,5.9,0.2,7.5,56.8
112,인천,2/21/2017,-1.3,-6.2,3.3,,2.5,45.9
112,인천,2/22/2017,1.3,-0.8,3.6,5.4,4,80.9
112,인천,2/23/2017,-1.1,-3.3,0.8,,7,58.1
112,인천,2/24/2017,-0.1,-3.6,3.4,,3,55.5
112,인천,2/25/2017,2.9,-1.4,6.6,,3,72.6
112,인천,2/26/2017,3.2,0.1,7.8,,3.3,60.8
112,인천,2/27/2017,3.7,-0.1,9.3,,2.2,42
112,인천,2/28/2017,5.2,0.3,10.5,,2.6,47.8
112,인천,3/1/2017,5.3,2.2,10.8,8.1,2.9,64.9
112,인천,3/2/2017,1.5,-0.4,5,0.4,4.5,62.8
112,인천,3/3/2017,3.5,-1,8.4,,3.1,67.1
112,인천,3/4/2017,5.3,1.4,10,,1.9,69.4
112,인천,3/5/2017,4.5,1.9,9,0.4,2.1,83.9
112,인천,3/6/2017,0.4,-1.8,3,,6.2,48.5
112,인천,3/7/2017,-1.2,-3,1.4,,5.6,47.4
112,인천,3/8/2017,0.9,-3.5,5.5,,4,57.9
112,인천,3/9/2017,3.9,-1,8.1,,4.1,61.1
112,인천,3/10/2017,5,1.6,9.8,,2.4,48.8
112,인천,3/11/2017,6.7,1.8,12.4,,2,53.6
112,인천,3/12/2017,7.4,5.2,11.4,0,2.3,73.5
112,인천,3/13/2017,5.7,2.1,10,,4,57.3
112,인천,3/14/2017,5.6,2.2,9.3,,5,42.9
112,인천,3/15/2017,5.3,1.5,10.2,,3.1,45.1
112,인천,3/16/2017,5.3,0.9,10.8,,2.3,59.1
112,인천,3/17/2017,6.7,2.3,12.4,,2.1,57.8
112,인천,3/18/2017,7.9,5.2,14.1,,2.5,61.4
112,인천,3/19/2017,9.5,3.8,15.6,,2.3,57.8
112,인천,3/20/2017,9.1,6,13.2,,2.1,57.4
112,인천,3/21/2017,7,3.7,12.5,,4.8,53.6
112,인천,3/22/2017,6.9,2.7,11.3,,2.6,49.5
112,인천,3/23/2017,8.2,5.1,13,,2.6,50.5
112,인천,3/24/2017,8.2,5,12.3,,2.4,46.3
112,인천,3/25/2017,6.4,4.7,10.5,,2.7,64.8
112,인천,3/26/2017,6.2,4.5,9.5,,2.9,79.1
112,인천,3/27/2017,6.5,4.7,9.6,0,3.2,76.4
112,인천,3/28/2017,6.8,4.2,10.5,,2.3,75.1
112,인천,3/29/2017,7.5,3.9,12.1,,2.3,69.8
112,인천,3/30/2017,9.2,5.1,14.4,,2.3,65.5
112,인천,3/31/2017,9.2,7.1,12.2,0.8,3,75.5
112,인천,4/1/2017,7.9,4.5,12.9,,3,69.3
112,인천,4/2/2017,8.6,4.9,13,,2.6,61.1
112,인천,4/3/2017,9.6,5.9,14.1,,3,67.6
112,인천,4/4/2017,12.4,7.5,17.6,,2.4,51.9
112,인천,4/5/2017,11.7,10.3,13.9,41.3,3.6,69.1
112,인천,4/6/2017,8.6,8.2,10.4,0.7,3,97.1
112,인천,4/7/2017,11.6,8.1,16.5,,2.1,80.9
112,인천,4/8/2017,9.5,6.4,13.5,0.4,2.3,91.3
112,인천,4/9/2017,14.1,9,19,0,3.5,62.8
112,인천,4/10/2017,15.1,11,20.6,,3.5,29.9
112,인천,4/11/2017,13.2,10.4,17.6,,4.3,51.4
112,인천,4/12/2017,10.7,8.5,14,,4.9,32.6
112,인천,4/13/2017,11.4,7.1,16.5,,3.2,67.8
112,인천,4/14/2017,12,10.3,15.7,7.4,4.6,67.9
112,인천,4/15/2017,14.3,10.2,19,,2.5,75.1
112,인천,4/16/2017,15,10.2,20.3,,1.7,79.8
112,인천,4/17/2017,14,12,16.3,5.3,3.6,76.3
112,인천,4/18/2017,11.4,9.9,16.4,1.8,4.3,81.5
112,인천,4/19/2017,12,9,15.4,,3.5,51.1
112,인천,4/20/2017,12.1,9.3,16.6,0.1,2.3,54.1
112,인천,4/21/2017,11.4,8.1,16.5,,2.4,75.4
112,인천,4/22/2017,13.2,8.6,18.9,,3,60.6
112,인천,4/23/2017,13.4,9.3,18.6,,3,51.3
112,인천,4/24/2017,14.1,10.2,18.5,,3.5,51.1
112,인천,4/25/2017,14,12.1,17.1,,2.8,72.1
112,인천,4/26/2017,14,10.7,18.7,,4.5,43
112,인천,4/27/2017,12.8,9.3,17.7,,3.7,56.4
112,인천,4/28/2017,12.7,9.7,16.9,,4.1,72.5
112,인천,4/29/2017,15.1,10,19.3,,3.6,56.9
112,인천,4/30/2017,16.8,12.9,22.5,,3.3,72.5
112,인천,5/1/2017,16.8,11.3,24.1,,2,74.1
112,인천,5/2/2017,17.5,12,23.2,,2.3,54.8
112,인천,5/3/2017,19.2,13.7,26.8,,2.1,53.9
112,인천,5/4/2017,19.4,14.5,24.9,,2,54.6
112,인천,5/5/2017,18.5,14.8,24.6,,3.1,63.3
112,인천,5/6/2017,13.6,10.8,16.4,,4.5,47.6
112,인천,5/7/2017,14.8,11.1,19.4,,3.8,62.6
112,인천,5/8/2017,16.4,12.3,20.3,,3.2,59.4
112,인천,5/9/2017,16,14.2,20.5,6.7,2.2,72.3
112,인천,5/10/2017,15.1,13.2,18.5,2.4,2.8,83.6
112,인천,5/11/2017,17.7,13.1,22.2,0,2.1,73.3
112,인천,5/12/2017,17.3,15.2,18.8,,3.2,81.8
112,인천,5/13/2017,15.4,12.3,21.3,8.1,4.5,83.4
112,인천,5/14/2017,14.9,11.9,18.2,,4.4,62.1
112,인천,5/15/2017,14.8,12.7,19.2,,3.4,74.8
112,인천,5/16/2017,15.2,12.7,19,,2.8,75.4
112,인천,5/17/2017,16.9,12.8,22.5,,2.1,70.5
112,인천,5/18/2017,18.3,14.1,23.5,,2.6,58.4
112,인천,5/19/2017,18.9,15.3,23.6,,2.7,57.1
112,인천,5/20/2017,18.8,15,22.9,,2.4,59.3
112,인천,5/21/2017,19.5,15.4,23.9,,2.4,60.8
112,인천,5/22/2017,19.8,15.5,24.9,,2.2,67.1
112,인천,5/23/2017,18.5,16.5,22.4,4.4,2,77.1
112,인천,5/24/2017,19.4,16.2,24.5,0,3.1,73.9
112,인천,5/25/2017,18.1,14.7,23.2,,4.9,55.9
112,인천,5/26/2017,16.8,12.6,20.9,,3.8,51.9
112,인천,5/27/2017,17.6,14.2,22.7,,2.4,57.4
112,인천,5/28/2017,19.7,14.8,24.2,,3.5,58
112,인천,5/29/2017,20,17.4,23.9,,2.6,75.9
112,인천,5/30/2017,20.8,17.3,25.7,,2.7,62.3
112,인천,5/31/2017,20.3,15.6,24.9,,2.4,77.8
112,인천,6/1/2017,21.6,19.5,25.1,0.5,3.7,65.3
112,인천,6/2/2017,19.6,16.1,23.5,0,3.8,48.1
112,인천,6/3/2017,19.2,15.9,22.9,,3.7,56.1
112,인천,6/4/2017,20.5,16.2,24.3,,2.8,51.1
112,인천,6/5/2017,22.6,17.1,27.6,,2.6,44.4
112,인천,6/6/2017,19.2,14.9,23.4,17.2,3.4,64.4
112,인천,6/7/2017,17.6,15.4,19.2,10.6,3.5,90.8
112,인천,6/8/2017,18.5,16,20.8,,3.3,80.3
112,인천,6/9/2017,19.1,17.3,21.8,1.2,4.5,85.3
112,인천,6/10/2017,20.1,15.2,25.2,0.4,2.8,53
112,인천,6/11/2017,21.9,15.7,27.5,,3.2,44.5
112,인천,6/12/2017,21.3,18.2,25.6,,3.1,55.3
112,인천,6/13/2017,19.8,18.2,23.4,0,2.8,79
112,인천,6/14/2017,19.5,17.5,22.6,,3.1,80.4
112,인천,6/15/2017,20.4,17.3,23.6,,3.2,81.5
112,인천,6/16/2017,22.6,19.9,26.9,,2.9,72.4
112,인천,6/17/2017,22.1,19.6,25.7,,3.1,66.4
112,인천,6/18/2017,21.9,18.7,26.4,,2.2,72.5
112,인천,6/19/2017,22.3,18.7,27.4,,1.8,71.1
112,인천,6/20/2017,23.9,19.7,28.6,0,2,56.5
112,인천,6/21/2017,22.9,20.7,26.5,,2.8,70.3
112,인천,6/22/2017,23.2,20.3,27.7,,2.4,74.1
112,인천,6/23/2017,24,20,29.4,,2.2,71.6
112,인천,6/24/2017,22.4,20.6,24.2,0,1.7,70
112,인천,6/25/2017,24,20.4,28.7,,2.5,64.1
112,인천,6/26/2017,23.3,21.2,28.9,19.4,2.5,76.6
112,인천,6/27/2017,23.8,21,27.8,0,2.5,76.4
112,인천,6/28/2017,24.4,21.5,28,,2.3,76
112,인천,6/29/2017,24.2,21.1,28.8,,2.4,78.5
112,인천,6/30/2017,24.2,21.5,28.4,,2.3,80.6
112,인천,7/1/2017,24.1,21.8,28.4,0.2,2.2,84.3
112,인천,7/2/2017,23.6,21.6,24.9,103.4,2.9,96
112,인천,7/3/2017,23.2,21.9,24.8,12.3,3.5,95.8
112,인천,7/4/2017,24.8,23,28.4,7.8,2.2,87.9
112,인천,7/5/2017,26,22.5,30,,2.1,75.5
112,인천,7/6/2017,26.6,23.1,30.7,,2.2,79.6
112,인천,7/7/2017,25.9,24.1,28,9.2,4.3,87.4
112,인천,7/8/2017,25.3,24.2,26.1,4.2,3.8,91.4
112,인천,7/9/2017,26,23.9,29.3,15.3,2.9,89
112,인천,7/10/2017,23.7,22.1,24.9,100.8,3.9,97
112,인천,7/11/2017,24.9,22.1,28.8,2,2.6,90.4
112,인천,7/12/2017,25.2,24,28.3,0.1,2.4,88.3
112,인천,7/13/2017,26,23.4,30,,2.1,81.6
112,인천,7/14/2017,27.2,25.5,30.7,0.1,2.7,78.9
112,인천,7/15/2017,23.9,22.6,26.2,43.7,2.9,95.9
112,인천,7/16/2017,25.3,23,27.2,53.7,2,91.3
112,인천,7/17/2017,25.6,23.6,27.7,2.8,2.2,87
112,인천,7/18/2017,25.7,23.6,29.1,1.1,2.2,88.6
112,인천,7/19/2017,26.6,24.2,29.8,,2.2,78.9
112,인천,7/20/2017,27.8,24.1,32,,2.2,79.5
112,인천,7/21/2017,27.8,26.3,30.5,,3.1,86.1
112,인천,7/22/2017,27.6,26.2,30.2,0,2.8,88.8
112,인천,7/23/2017,26,25,26.8,69.3,3.2,95.2
112,인천,7/24/2017,25.2,24.5,26.7,14.5,1.5,93.3
112,인천,7/25/2017,28.2,24.1,32.5,,2.9,75.4
112,인천,7/26/2017,28,24.7,31.6,,3.1,68.5
112,인천,7/27/2017,26.5,24,29,5.6,2.3,72.5
112,인천,7/28/2017,25.4,23.9,27,8.9,2,95.4
112,인천,7/29/2017,27.1,25.3,30.1,0,2.5,78.3
112,인천,7/30/2017,26.9,24.5,30.3,,2.6,75.8
112,인천,7/31/2017,25.1,24.4,26.1,23.3,2,91.3
112,인천,8/1/2017,27.2,23.8,31,0.6,2.3,80.5
112,인천,8/2/2017,29.4,26,32.7,,1.9,77.9
112,인천,8/3/2017,29.8,27,33,,3.1,63.8
112,인천,8/4/2017,29.5,26.3,32.8,,3,65.9
112,인천,8/5/2017,30.9,27.6,34,,2.8,71.1
112,인천,8/6/2017,29.1,27.1,31.5,0,2.3,75.4
112,인천,8/7/2017,27.7,25.7,30.7,,2.4,79.9
112,인천,8/8/2017,26.9,25.2,29.4,,2.1,78.8
112,인천,8/9/2017,27.5,25.2,30.9,0.3,2.1,72
112,인천,8/10/2017,25.5,24.2,26.7,4.5,2.5,87.8
112,인천,8/11/2017,25.9,24.2,30.1,33.8,2.1,77.6
